Mean Squared Error,R Squared Score,Importance of blink duration (mean),Importance of total_blinks,Importance of burst counts,Importance of inter-blink intervals (mean)
170.5236313965341,-0.2841064612650859,0.4071609371097787,0.16165955836417426,0.0778738467367453,0.35330565778930173
