file name,total_blinks,blink duration (mean),blink duration (max),earlyStage_blinks,midStage_blinks,lateStage_blinks,inter-blink intervals (mean),inter-blink intervals (std),burst counts,mismatch Counts,blink ratio near switch,naturalness score,grid counts per blink (mean),Stress Score
gaze_log_20250627_164655.csv,4,0.10424745082855225,0.13881993293762207,3,0,1,12.197926680246988,10.206677385713744,0,53,0.0,0.0,5.0,45
gaze_log_20250629_124452.csv,9,0.2425666650136312,0.5294599533081055,2,3,4,8.245027512311935,5.763021304003814,0,16,0.2222222222222222,0.2222222222222222,3.0,49
gaze_log_20250627_111023.csv,17,0.13233062800239115,0.3057699203491211,7,2,8,3.9030499905347824,4.839328233882959,7,93,0.0,0.0,3.1176470588235294,42
gaze_log_20250626_155427.csv,35,0.1826662812914167,0.7101502418518066,14,6,15,2.026645295760211,2.205732986677352,15,335,0.05714285714285714,0.03265306122448979,5.685714285714286,52
gaze_log_20250629_124254.csv,18,0.1692777607176039,0.5001001358032227,9,4,5,3.883398224325741,4.445709252186532,1,91,0.2222222222222222,0.20987654320987653,3.6666666666666665,56
gaze_log_20250628_133618.csv,33,0.1264866626623905,0.44432997703552246,13,8,12,2.2306137531995773,1.1364066262215817,8,58,0.12121212121212122,0.09182736455463729,4.636363636363637,31
gaze_log_20250627_132215.csv,48,0.14831852416197458,0.3624002933502197,20,10,18,1.558607446386459,0.9261563984372061,22,199,0.0625,0.03385416666666667,4.145833333333333,48
gaze_log_20250627_183148.csv,65,0.25250012691204365,0.8886098861694336,33,13,19,1.1400437504053116,0.8800256548620408,46,2802,0.13846153846153847,0.04047337278106509,4.4,36
gaze_log_20250628_160259.csv,7,0.128474337714059,0.27729010581970215,3,0,4,10.539636691411337,6.3062620028670855,0,59,0.14285714285714285,0.14285714285714285,4.714285714285714,76
gaze_log_20250629_142137.csv,3,0.09716685612996419,0.1111600399017334,1,1,1,18.285069942474365,0.6720800399780273,0,13,0.3333333333333333,0.3333333333333333,3.6666666666666665,44
gaze_log_20250629_114211.csv,3,0.1202999750773112,0.18086004257202148,0,0,3,5.84793496131897,2.860454797744751,0,16,0.0,0.0,1.3333333333333333,62
gaze_log_20250629_112853.csv,7,0.08511567115783691,0.09685969352722168,1,4,2,8.155678351720175,5.615557164468562,0,82,0.2857142857142857,0.2857142857142857,3.0,50
gaze_log_20250627_132807.csv,7,0.1842942919049944,0.5270600318908691,3,1,3,11.238536675771078,8.594565865521194,0,45,0.0,0.0,4.285714285714286,49
gaze_log_20250628_163432.csv,38,0.12844604567477577,0.25,12,11,15,1.754949460158477,1.0044959719040925,18,472,0.07894736842105263,0.04155124653739613,4.7631578947368425,71
gaze_log_20250629_183353.csv,3,0.09223318099975586,0.11044979095458984,3,0,0,3.4226850271224976,1.5900448560714722,0,12,0.0,0.0,1.6666666666666667,46
gaze_log_20250629_130629.csv,29,0.11767478646903202,0.16742992401123047,9,7,13,2.5426671419824873,1.9529512669105733,6,109,0.10344827586206896,0.08204518430439953,4.068965517241379,60
gaze_log_20250628_120052.csv,23,0.1773443429366402,0.6682400703430176,10,6,7,3.225509535182606,2.141589152071646,3,34,0.043478260869565216,0.03780718336483932,4.086956521739131,55
gaze_log_20250629_150532.csv,9,0.1094100210401747,0.13924002647399902,2,3,4,7.772818744182587,2.3622607259320696,0,46,0.1111111111111111,0.1111111111111111,2.7777777777777777,55
gaze_log_20250628_165646.csv,12,0.19763582944869995,0.6373598575592041,6,2,4,6.485095435922796,4.220377668033789,0,276,0.16666666666666666,0.16666666666666666,3.75,58
gaze_log_20250629_183608.csv,34,0.1600632667541504,0.4583897590637207,13,5,16,2.1200242403781777,1.301587470644957,7,299,0.11764705882352941,0.09342560553633218,5.382352941176471,40
gaze_log_20250629_184359.csv,24,0.1298774778842926,0.20822978019714355,16,2,6,3.0061217390972637,3.0890327763285916,5,124,0.125,0.09895833333333333,2.2916666666666665,34
gaze_log_20250629_131440.csv,3,0.08773668607076009,0.0972299575805664,0,2,1,9.403825163841248,3.918005108833313,0,54,0.3333333333333333,0.3333333333333333,3.3333333333333335,70
gaze_log_20250628_115820.csv,9,0.1139922406938341,0.23599004745483398,1,1,7,7.7641575038433075,9.540135951728525,1,34,0.0,0.0,3.111111111111111,55
gaze_log_20250629_140246.csv,19,0.15485737198277524,0.3883800506591797,9,4,6,3.792408890194363,3.1978331961633053,3,100,0.10526315789473684,0.08864265927977838,4.421052631578948,54
gaze_log_20250628_113538.csv,14,0.1396556752068656,0.23606014251708984,8,3,3,4.778808465370765,3.151342553585352,0,35,0.07142857142857142,0.07142857142857142,2.357142857142857,49
gaze_log_20250628_161828.csv,5,0.14988012313842775,0.20801997184753418,5,0,0,5.437477469444275,5.238109185528326,1,559,0.2,0.16000000000000003,1.4,46
gaze_log_20250627_115104.csv,35,0.12626398631504604,0.20794987678527832,11,8,16,2.1418188249363617,1.079497845047535,6,74,0.17142857142857143,0.1420408163265306,3.857142857142857,66
gaze_log_20250628_105821.csv,22,0.21820860559290106,0.7639799118041992,9,3,10,2.8644680863335017,2.1585629156353603,4,75,0.0,0.0,2.9545454545454546,66
gaze_log_20250628_133940.csv,18,0.09085057841406928,0.11061978340148926,13,2,3,3.8261105874005485,4.737961566600886,2,81,0.16666666666666666,0.14814814814814814,3.3333333333333335,57
gaze_log_20250629_181224.csv,4,0.09711003303527832,0.11132001876831055,3,0,1,18.416826725006104,20.802246913416496,0,25,0.0,0.0,2.0,51
gaze_log_20250628_140951.csv,10,0.13596301078796386,0.32646989822387695,4,2,4,7.478658888075087,4.3768970591724825,0,142,0.2,0.2,4.5,46
gaze_log_20250627_163656.csv,17,0.09866007636575137,0.12515997886657715,12,1,4,4.313635632395744,4.274673801039598,4,138,0.11764705882352941,0.08996539792387542,3.823529411764706,51
gaze_log_20250629_175213.csv,39,0.22263174179272774,0.695310115814209,32,6,1,1.2884105255729275,2.004274517604366,32,1931,0.15384615384615385,0.02761341222879685,5.17948717948718,70
gaze_log_20250627_102445.csv,22,0.10781183026053688,0.1946399211883545,16,1,5,3.0608590557461692,5.377603085318908,9,124,0.13636363636363635,0.0805785123966942,2.909090909090909,61
gaze_log_20250629_123241.csv,9,0.20037452379862467,0.47170019149780273,3,3,3,5.304241240024567,3.7003440320945993,0,12,0.0,0.0,2.4444444444444446,64
gaze_log_20250628_114640.csv,8,0.13529878854751587,0.1943798065185547,5,2,1,9.077458586011614,9.334508026685821,0,50,0.125,0.125,2.25,34
gaze_log_20250628_143532.csv,4,0.08679753541946411,0.09681010246276855,2,1,1,13.65269660949707,11.499664916046719,0,74,0.0,0.0,3.25,71
gaze_log_20250628_161023.csv,8,0.1456451117992401,0.2501401901245117,3,1,4,9.414812871388026,6.956462290314547,0,54,0.125,0.125,4.75,48
gaze_log_20250627_141147.csv,12,0.10744841893513997,0.1804502010345459,6,2,4,6.231398192319003,5.463199795313099,0,169,0.0,0.0,2.75,56
gaze_log_20250627_143142.csv,14,0.09477218559810094,0.11089015007019043,8,2,4,5.315242308836717,4.584022293228603,1,41,0.14285714285714285,0.1326530612244898,3.142857142857143,61
gaze_log_20250629_144032.csv,3,0.08513665199279785,0.08884000778198242,0,2,1,8.998019933700562,0.2912600040435791,0,40,0.3333333333333333,0.3333333333333333,1.0,60
gaze_log_20250629_151359.csv,6,0.11588505903879802,0.125,1,0,5,10.545074033737183,10.954602014647442,0,99,0.0,0.0,3.6666666666666665,48
gaze_log_20250629_182833.csv,10,0.18626003265380858,0.3478097915649414,0,10,0,0.9663855499691434,1.4045430040373144,7,301,0.0,0.0,3.4,37
gaze_log_20250628_135207.csv,12,0.17265164852142334,0.5137598514556885,2,4,6,5.8802663846449414,6.0959538973255425,1,35,0.08333333333333333,0.07638888888888888,2.8333333333333335,41
gaze_log_20250628_114034.csv,5,0.10522198677062988,0.13833999633789062,5,0,0,5.33032500743866,4.129357466847068,0,54,0.2,0.2,5.2,58
gaze_log_20250628_161252.csv,11,0.14214541695334695,0.333359956741333,2,2,7,5.334907007217407,6.493602109931055,5,108,0.36363636363636365,0.1983471074380165,3.8181818181818183,55
gaze_log_20250629_123838.csv,5,0.12487802505493165,0.222059965133667,1,2,2,13.82756495475769,6.633592573173349,0,42,0.0,0.0,2.4,52
gaze_log_20250628_114424.csv,8,0.1993812918663025,0.7083001136779785,2,1,5,7.329485722950527,7.935265888137849,3,16,0.0,0.0,2.625,54
gaze_log_20250628_170820.csv,3,0.4151600201924642,0.9539198875427246,0,0,3,4.527135014533997,3.13764488697052,0,93,0.3333333333333333,0.3333333333333333,12.333333333333334,47
gaze_log_20250628_170613.csv,20,0.11284898519515991,0.16641998291015625,5,7,8,3.579064733103702,2.658981073567021,1,68,0.1,0.095,4.15,49
gaze_log_20250628_171243.csv,25,0.1672147750854492,0.30539989471435547,7,5,13,2.7865854104359946,2.146106471230325,3,1208,0.08,0.0704,4.72,72
gaze_log_20250629_103900.csv,8,0.5044712424278259,0.9863498210906982,3,1,4,9.02327571596418,6.542185052363601,0,1594,0.125,0.125,7.625,56
gaze_log_20250629_125119.csv,20,0.18963253498077393,0.7361400127410889,6,7,7,3.6389184123591374,4.342423093230526,6,144,0.05,0.034999999999999996,3.1,62
gaze_log_20250628_134326.csv,4,0.12086737155914307,0.16528987884521484,2,0,2,22.45909333229065,13.399151617166334,0,23,0.0,0.0,3.75,64
gaze_log_20250629_191443.csv,12,0.1730058789253235,0.6665000915527344,5,4,3,5.508937272158536,3.765845516832292,1,213,0.16666666666666666,0.15277777777777776,5.166666666666667,49
gaze_log_20250628_141208.csv,22,0.1743794788013805,0.6392099857330322,8,7,7,3.358638570422218,3.0239562761499945,3,55,0.13636363636363635,0.11776859504132231,3.6818181818181817,64
gaze_log_20250629_140542.csv,4,0.100705087184906,0.12493014335632324,3,0,1,13.491443316141764,8.943718498748074,0,21,0.0,0.0,3.75,35
gaze_log_20250628_171446.csv,10,0.13179705142974854,0.19384002685546875,3,4,3,5.797997792561849,8.008777965766898,0,55,0.0,0.0,2.9,55
gaze_log_20250629_134214.csv,3,0.27283334732055664,0.6385798454284668,1,2,0,16.44471502304077,8.582504987716675,0,75,0.0,0.0,5.666666666666667,43
