file name,total_blinks,blink duration (mean),blink duration (max),earlyStage_blinks,midStage_blinks,lateStage_blinks,inter-blink intervals (mean),inter-blink intervals (std),burst counts,mismatch Counts,blink ratio near switch,naturalness score,grid counts per blink (mean),Stress Score,Stress Group,Clusters
gaze_log_20250628_132251.csv,4,0.0967600345611572,0.1234898567199707,2,0,2,20.036853392918903,13.21612417991576,0,20,0.0,0.0,2.5,57,Mid,0
gaze_log_20250627_113942.csv,13,0.089710730772752,0.1113200187683105,1,4,8,5.421695828437805,6.988994510490761,0,49,0.0769230769230769,0.0769230769230769,2.076923076923077,35,Low,0
gaze_log_20250628_151245.csv,27,0.0903685004622848,0.1108801364898681,10,4,13,2.5471034600184512,2.0992695298204103,6,64,0.1111111111111111,0.0864197530864197,2.7777777777777777,44,Low,1
gaze_log_20250628_152604.csv,44,0.2651686126535589,0.8324699401855469,12,9,23,1.6622265106023744,1.1544671401312925,20,456,0.1136363636363636,0.0619834710743801,3.8181818181818175,47,Low,1
gaze_log_20250629_134116.csv,7,0.3099071638924734,0.7092199325561523,2,0,5,10.77858833471934,17.643180380157986,2,187,0.0,0.0,6.0,80,High,2
gaze_log_20250629_141012.csv,9,0.1110355854034423,0.1526198387145996,4,1,4,8.878636240959167,6.875496604820271,0,29,0.1111111111111111,0.1111111111111111,3.2222222222222223,55,Mid,0
gaze_log_20250628_123215.csv,44,0.13615252754905,0.319890022277832,14,13,17,1.5775658141734987,1.6335448584053889,26,466,0.1590909090909091,0.0650826446280991,5.181818181818182,35,Low,1
gaze_log_20250629_153403.csv,7,0.0968743051801409,0.1114401817321777,2,1,4,11.199751694997152,8.176690224541161,0,22,0.1428571428571428,0.1428571428571428,2.4285714285714284,60,High,0
gaze_log_20250629_181948.csv,4,0.0900323987007141,0.1110098361968994,1,2,1,16.355950037638348,8.736048606063433,0,25,0.0,0.0,3.75,57,Mid,0
gaze_log_20250627_130744.csv,13,0.2503653673025278,0.6703698635101318,6,2,5,5.021762510140737,4.671317607833519,1,69,0.0769230769230769,0.0710059171597633,3.230769230769231,55,Mid,2
gaze_log_20250628_125506.csv,5,0.0999241828918457,0.1121702194213867,5,0,0,5.063099980354309,7.95216753269788,2,34,0.0,0.0,3.4,50,Mid,0
gaze_log_20250628_124618.csv,9,0.1591054598490397,0.2635800838470459,5,3,1,6.788752496242523,6.59611065779734,1,402,0.0,0.0,4.555555555555555,58,Mid,0
gaze_log_20250629_120016.csv,3,0.1254435380299886,0.1400001049041748,1,0,2,23.2719749212265,4.123584866523743,0,55,0.0,0.0,3.333333333333333,38,Low,0
gaze_log_20250629_131127.csv,8,0.173522412776947,0.2765300273895263,3,4,1,6.618954249790737,3.9135291526823774,0,39,0.125,0.125,2.125,55,Mid,2
gaze_log_20250627_101809.csv,29,0.1519948449628106,0.3195900917053222,12,4,13,2.5502778632300243,1.1014962713428478,1,98,0.1379310344827586,0.1331747919143876,2.655172413793104,49,Low,1
gaze_log_20250627_133850.csv,38,0.1945639660483912,0.6825897693634033,16,10,12,1.947058104180001,1.5679986641608137,18,87,0.0526315789473684,0.0277008310249307,3.473684210526316,49,Low,1
gaze_log_20250628_123808.csv,12,0.1502766410509745,0.2495701313018798,8,2,2,5.810760021209717,4.407462450540412,0,86,0.0833333333333333,0.0833333333333333,4.916666666666667,48,Low,0
gaze_log_20250628_113920.csv,24,0.1197787821292877,0.1671197414398193,4,7,13,2.824424349743387,2.8531249731581023,9,118,0.1666666666666666,0.1041666666666666,3.625,55,Mid,1
gaze_log_20250628_114901.csv,8,0.1610762774944305,0.3745899200439453,0,2,6,4.823494264057705,7.0581500974932005,4,182,0.125,0.0625,2.375,70,High,2
gaze_log_20250628_171009.csv,22,0.1153527173128995,0.1953299045562744,8,7,7,3.1146280879066106,2.0365211510774217,4,48,0.1363636363636363,0.1115702479338842,3.090909090909091,42,Low,0
gaze_log_20250629_121256.csv,27,0.104289275628549,0.1522901058197021,10,4,13,2.795533849642827,2.333274659603067,4,60,0.074074074074074,0.0631001371742112,3.592592592592593,65,High,1
gaze_log_20250628_103851.csv,4,0.1115074157714843,0.1672298908233642,1,1,2,11.184170007705688,4.647741568547741,0,34,0.25,0.25,3.5,64,High,0
gaze_log_20250629_182927.csv,17,0.1084234995000502,0.166489839553833,9,1,7,4.557426884770393,4.201026838456437,3,162,0.0,0.0,3.411764705882353,58,Mid,0
gaze_log_20250627_172038.csv,9,0.0984022352430555,0.1380300521850586,3,4,2,6.290236264467239,7.715594978043593,0,85,0.0,0.0,4.111111111111111,55,Mid,0
gaze_log_20250628_144058.csv,10,0.1276520013809204,0.235530138015747,4,2,4,6.610047764248318,5.682166235754527,0,30,0.1,0.1,2.3,50,Mid,0
gaze_log_20250627_102118.csv,15,0.1220419883728027,0.2637498378753662,0,4,11,2.981386423110962,3.6539829516139695,8,56,0.0666666666666666,0.0311111111111111,3.333333333333333,58,Mid,0
gaze_log_20250627_131717.csv,25,0.132171983718872,0.4032700061798095,8,9,8,5.38306000828743,10.70101239058242,7,468,0.08,0.0576,3.56,84,High,1
gaze_log_20250628_134829.csv,5,0.1612319946289062,0.1940500736236572,0,1,4,7.197912514209747,2.8696394807326544,0,62,0.0,0.0,5.6,57,Mid,0
gaze_log_20250628_142405.csv,13,0.1472053894629845,0.2494800090789795,4,3,6,4.841701646645864,2.3573632932132496,0,32,0.1538461538461538,0.1538461538461538,4.461538461538462,52,Mid,0
gaze_log_20250629_181231.csv,7,0.0989372049059186,0.1239900588989257,4,3,0,6.859291672706604,5.488130476462343,0,107,0.1428571428571428,0.1428571428571428,3.142857142857143,30,Low,0
gaze_log_20250628_135049.csv,5,0.1083101272583007,0.1384003162384033,2,2,1,10.316235065460203,10.893288358319955,1,90,0.6,0.48,5.8,75,High,0
gaze_log_20250629_134703.csv,4,0.1455399990081787,0.2909700870513916,2,0,2,23.26411994298299,28.14553012532299,0,24,0.0,0.0,3.25,32,Low,0
gaze_log_20250629_111554.csv,10,0.2540779829025268,0.8084900379180908,3,1,6,4.661663320329454,4.451853479509693,2,202,0.0,0.0,4.9,51,Mid,2
gaze_log_20250628_143120.csv,12,0.1027658383051554,0.2083797454833984,5,3,4,6.204642729325728,6.556620043201134,2,63,0.0,0.0,3.333333333333333,47,Low,0
gaze_log_20250627_182251.csv,7,0.0930356298174176,0.1101598739624023,2,4,1,9.718439976374308,8.479422553703108,0,81,0.1428571428571428,0.1428571428571428,4.714285714285714,49,Low,0
gaze_log_20250629_124909.csv,3,0.2311299641927083,0.4999098777770996,3,0,0,9.95994997024536,9.20857000350952,0,23,0.0,0.0,2.0,40,Low,2
gaze_log_20250627_170204.csv,11,0.0993754213506525,0.1377999782562255,8,2,1,5.155857014656067,6.101086430168807,2,73,0.0909090909090909,0.0743801652892562,4.363636363636363,51,Mid,0
gaze_log_20250627_143802.csv,12,0.1178066531817118,0.166759967803955,4,2,6,5.950012748891657,2.9727427582707544,0,17,0.1666666666666666,0.1666666666666666,3.083333333333333,29,Low,0
gaze_log_20250627_143157.csv,18,0.2010688251919216,0.5564298629760742,5,6,7,3.5158070536220776,3.019731335544514,4,277,0.1111111111111111,0.0864197530864197,3.333333333333333,60,High,2
gaze_log_20250627_162833.csv,26,0.2350064791165865,0.5416500568389893,10,4,12,2.775063199996948,1.4255016269043268,2,319,0.1153846153846153,0.1065088757396449,3.230769230769231,56,Mid,2
gaze_log_20250628_153053.csv,47,0.1134676882561216,0.236379861831665,15,10,22,1.605192832324816,1.1213507562381788,23,156,0.1063829787234042,0.0543232231779085,3.9574468085106393,49,Low,1
